,income,recency,mnt_gold_prods,num_web_visits_month,age,customer_days,mnt_total,marital_status,education_status,kids,favorite_product_type_perc,favorite_product_type,accepted_cmps,purchases,favorite_purchase_channel_perc,favorite_purchase_channel
545,71499.0,12,37,4,49,2528,758,together,master,1,0.6134564643799473,wines,0,26,0.5,store
546,62466.0,13,83,4,50,2324,806,married,2n cycle,1,0.3213399503722084,meat,0,26,0.46153846153846156,store
547,48799.0,9,24,3,57,2395,307,divorced,phd,1,0.5667752442996743,wines,0,15,0.4666666666666667,store
548,52157.0,48,40,4,70,2181,225,together,phd,1,0.84,wines,0,12,0.4166666666666667,store
549,66565.0,80,42,8,58,2730,1023,single,graduation,1,0.7302052785923754,wines,0,19,0.47368421052631576,store
550,29298.0,60,1,5,69,2454,10,together,master,2,0.6,wines,0,4,0.5,store
551,47691.0,43,4,6,41,2518,17,single,graduation,1,0.8235294117647058,wines,0,4,0.5,store
552,38200.0,19,1,7,50,2728,16,together,graduation,2,0.75,wines,0,4,0.5,store
553,44989.0,26,106,6,46,2814,263,married,graduation,1,0.40304182509505704,meat,0,16,0.3125,deals
554,38443.0,58,1,7,52,2312,37,married,phd,2,0.8648648648648649,wines,0,6,0.5,store
555,38593.0,42,24,8,42,2448,153,single,2n cycle,1,0.3333333333333333,wines,0,11,0.36363636363636365,web
556,64413.0,27,20,5,50,2491,259,together,phd,1,0.7722007722007722,wines,0,12,0.4166666666666667,web
557,36959.0,56,0,8,39,2429,62,married,master,1,0.4032258064516129,wines,0,7,0.42857142857142855,store
558,61996.0,27,24,5,43,2673,1206,married,phd,1,0.8706467661691543,wines,4,21,0.38095238095238093,store
559,51287.0,10,30,7,52,2248,152,married,graduation,2,0.7697368421052632,wines,0,11,0.36363636363636365,web
560,13260.0,48,7,8,50,2469,42,married,graduation,2,0.40476190476190477,meat,0,10,0.4,deals
561,47472.0,39,8,5,54,2445,67,together,phd,2,0.835820895522388,wines,0,8,0.5,store
562,54603.0,85,4,7,64,2514,223,together,master,2,0.6502242152466368,wines,0,16,0.375,deals
563,45207.0,64,2,6,46,2755,213,married,phd,2,0.9530516431924883,wines,1,15,0.4,store
564,40689.0,69,99,8,69,2627,345,together,graduation,1,0.782608695652174,wines,0,20,0.35,deals
565,47821.0,54,10,8,53,2411,37,together,2n cycle,2,0.43243243243243246,meat,0,5,0.6,store
566,27450.0,57,52,7,69,2599,91,married,master,0,0.4065934065934066,wines,0,7,0.42857142857142855,store
567,39453.0,64,2,6,37,2246,53,together,graduation,1,0.8679245283018868,wines,0,7,0.42857142857142855,store
568,26850.0,10,9,4,49,2231,54,together,2n cycle,2,0.5740740740740741,wines,0,11,0.36363636363636365,deals
569,79800.0,65,224,3,65,2803,1643,widow,graduation,0,0.6451612903225806,wines,4,22,0.5,catalog
570,61794.0,74,11,2,59,2447,600,married,master,1,0.44,wines,0,20,0.5,store
571,53863.0,4,30,7,65,2202,443,together,graduation,1,0.9006772009029346,wines,1,18,0.3888888888888889,web
572,24221.0,94,22,4,61,2472,33,together,graduation,0,0.2727272727272727,fruits,0,6,0.5,store
573,39684.0,41,17,7,36,2784,64,single,phd,1,0.546875,meat,1,7,0.2857142857142857,deals
574,92163.0,25,20,2,45,2723,2066,married,master,0,0.39545014520813165,wines,3,21,0.5238095238095238,catalog
575,69882.0,94,165,1,55,2390,1313,single,master,0,0.4836252856054836,meat,0,20,0.45,store
576,33178.0,9,16,4,43,2309,33,together,graduation,1,0.36363636363636365,wines,0,5,0.6,store
577,59973.0,47,0,1,48,2450,382,married,phd,0,0.4397905759162304,meat,0,15,0.4666666666666667,store
578,17459.0,12,30,7,45,2442,39,together,master,1,0.41025641025641024,meat,1,9,0.3333333333333333,deals
579,23910.0,80,13,7,51,2770,54,divorced,graduation,1,0.3333333333333333,meat,0,6,0.5,store
580,42169.0,20,2,8,51,2412,28,married,master,2,0.6785714285714286,wines,0,6,0.5,store
581,26224.0,39,15,6,42,2549,48,married,2n cycle,1,0.3125,meat,0,9,0.3333333333333333,deals
582,31089.0,57,4,8,39,2840,75,together,graduation,1,0.41333333333333333,wines,0,10,0.4,store
583,30081.0,27,4,7,59,2652,38,single,graduation,1,0.9473684210526315,wines,0,5,0.6,store
584,62807.0,83,99,5,60,2826,720,together,graduation,1,0.7305555555555555,wines,0,23,0.5217391304347826,store
585,72906.0,79,54,1,65,2444,1097,single,graduation,0,0.4731084776663628,meat,0,17,0.5294117647058824,store
586,61467.0,69,49,5,72,2726,545,married,phd,2,0.7522935779816514,wines,0,20,0.5,store
587,49618.0,77,14,7,54,2678,115,together,master,2,0.6956521739130435,wines,0,11,0.36363636363636365,deals
588,21888.0,15,64,10,34,2706,149,single,master,1,0.5906040268456376,wines,1,12,0.4166666666666667,web
589,42429.0,99,4,5,47,2297,63,widow,graduation,1,0.873015873015873,wines,0,7,0.42857142857142855,store
590,26150.0,61,1,7,64,2634,27,divorced,graduation,3,0.48148148148148145,meat,0,5,0.6,store
591,30801.0,23,11,7,45,2770,34,married,basic,1,0.4411764705882353,fish,0,6,0.5,store
592,81168.0,84,22,3,55,2212,1171,married,graduation,0,0.5055508112724167,meat,1,18,0.3888888888888889,store
593,26877.0,74,40,6,51,2473,228,single,master,0,0.44298245614035087,wines,0,12,0.5,store
594,45006.0,90,10,3,76,2505,256,widow,master,0,0.6328125,wines,0,12,0.5833333333333334,store
595,18978.0,41,15,8,47,2724,22,married,basic,1,0.36363636363636365,fruits,0,5,0.6,store
596,22574.0,28,2,7,53,2403,35,married,graduation,3,0.7142857142857143,wines,0,7,0.42857142857142855,store
597,48240.0,73,41,5,51,2756,841,single,phd,0,0.4625445897740785,wines,1,25,0.52,store
598,45837.0,88,24,7,46,2497,349,married,graduation,2,0.6160458452722063,wines,0,18,0.3333333333333333,web
599,35791.0,94,3,8,55,2578,32,single,master,3,0.84375,wines,0,6,0.5,store
600,54162.0,31,10,4,42,2627,32,widow,graduation,2,0.3125,meat,0,5,0.6,store
601,30522.0,6,26,2,60,2840,300,married,master,1,0.5966666666666667,wines,0,17,0.5294117647058824,store
602,54456.0,23,15,6,59,2512,389,married,phd,1,0.9048843187660668,wines,0,17,0.4117647058823529,store
603,31632.0,92,32,7,49,2509,63,single,graduation,0,0.2698412698412698,wines,0,6,0.3333333333333333,web
604,72298.0,52,35,1,71,2270,904,widow,graduation,0,0.6913716814159292,wines,2,14,0.42857142857142855,store
605,36975.0,50,2,7,42,2342,31,single,2n cycle,1,0.3548387096774194,meat,0,5,0.6,store
606,72635.0,54,107,3,65,2550,874,married,2n cycle,0,0.4462242562929062,wines,1,21,0.38095238095238093,catalog
607,13624.0,93,6,6,44,2684,30,married,graduation,1,0.5,meat,0,7,0.42857142857142855,store
608,84196.0,56,190,3,45,2550,1047,single,graduation,1,0.48424068767908307,meat,0,20,0.4,web
609,70971.0,28,17,7,60,2805,1808,together,graduation,1,0.5536504424778761,wines,1,34,0.3235294117647059,web
610,34487.0,94,8,9,43,2820,95,divorced,phd,2,0.3473684210526316,meat,0,9,0.3333333333333333,deals
611,28769.0,76,3,9,43,2717,188,single,graduation,1,0.6861702127659575,meat,0,12,0.3333333333333333,web
612,69084.0,43,30,8,50,2381,1556,married,phd,1,0.7589974293059126,wines,0,25,0.52,store
613,65488.0,46,54,1,62,2175,909,together,phd,0,0.6633663366336634,wines,0,14,0.42857142857142855,store
614,62466.0,13,83,4,50,2324,806,married,2n cycle,1,0.3213399503722084,meat,0,26,0.46153846153846156,store
615,32218.0,27,30,7,60,2293,63,single,2n cycle,0,0.38095238095238093,fruits,2,7,0.42857142857142855,store
616,83917.0,12,79,3,47,2596,1508,single,graduation,0,0.4854111405835544,meat,1,21,0.3333333333333333,catalog
617,46102.0,3,1,7,58,2270,15,divorced,graduation,3,0.9333333333333333,wines,0,4,0.5,store
618,84574.0,72,163,5,68,2549,1212,single,graduation,0,0.5882838283828383,meat,0,32,0.34375,catalog
619,56181.0,6,48,4,58,2696,345,married,graduation,1,0.3507246376811594,wines,0,14,0.5,store
620,63120.0,53,69,7,70,2798,1408,divorced,master,1,0.6853693181818182,wines,1,26,0.34615384615384615,store
621,73691.0,58,73,2,49,2394,1106,married,graduation,1,0.6392405063291139,wines,1,18,0.4444444444444444,store
622,63381.0,78,159,2,60,2791,846,together,graduation,1,0.6749408983451537,wines,0,26,0.5,store
623,76140.0,57,26,2,72,2206,1322,together,phd,0,0.4939485627836611,meat,0,21,0.42857142857142855,catalog
624,62859.0,37,25,6,61,2705,1282,divorced,phd,1,0.8291731669266771,wines,0,23,0.391304347826087,web
625,45906.0,20,144,5,56,2577,342,single,graduation,1,0.8918128654970761,wines,1,15,0.3333333333333333,web
626,77632.0,73,147,2,73,2635,2105,together,master,0,0.5700712589073634,wines,3,13,0.46153846153846156,store
627,46463.0,56,11,6,49,2474,224,married,phd,2,0.7276785714285714,wines,0,17,0.4117647058823529,deals
628,105471.0,36,207,3,50,2683,1517,together,graduation,0,0.6651285431773236,wines,3,30,0.43333333333333335,store
629,55282.0,9,19,4,50,2357,216,divorced,master,1,0.5787037037037037,wines,0,11,0.5454545454545454,store
630,78710.0,42,50,4,43,2196,1042,married,master,1,0.6919385796545106,wines,0,28,0.42857142857142855,store
631,66886.0,28,146,5,62,2445,453,together,graduation,1,0.695364238410596,wines,0,17,0.4117647058823529,web
632,98777.0,23,38,1,60,2291,1970,single,master,0,0.5076142131979695,wines,1,19,0.47368421052631576,store
633,29103.0,38,6,9,35,2830,42,together,graduation,1,0.40476190476190477,meat,0,6,0.5,store
634,67445.0,63,11,6,46,2845,1163,married,graduation,1,0.6509028374892519,wines,0,32,0.375,store
635,50616.0,71,9,2,70,2236,58,together,phd,1,0.5172413793103449,wines,0,7,0.5714285714285714,store
636,49431.0,9,17,8,65,2854,348,divorced,graduation,1,0.6293103448275862,wines,0,15,0.4666666666666667,web
637,61278.0,87,15,6,67,2335,150,together,graduation,1,0.74,wines,0,10,0.4,store
638,26490.0,92,25,6,62,2804,185,together,2n cycle,0,0.2810810810810811,meat,0,11,0.45454545454545453,store
639,73059.0,36,71,4,73,2461,1024,together,phd,1,0.41015625,meat,0,26,0.5,store
640,46734.0,86,76,6,54,2410,147,single,phd,3,0.6802721088435374,wines,1,12,0.3333333333333333,deals
641,56253.0,83,5,6,57,2728,592,together,graduation,1,0.8597972972972973,wines,0,22,0.4090909090909091,store
642,19986.0,74,6,7,35,2386,16,married,graduation,1,0.375,fruits,0,4,0.75,store
643,58330.0,87,151,4,45,2345,913,widow,graduation,1,0.4874041621029573,wines,0,24,0.5416666666666666,store
644,25965.0,29,11,8,40,2819,63,married,basic,0,0.6507936507936508,fish,0,6,0.5,store
645,14661.0,88,2,6,64,2703,24,together,master,0,0.4583333333333333,meat,0,5,0.6,store
646,18690.0,77,19,8,61,2707,41,married,graduation,0,0.5609756097560976,fish,0,5,0.4,store
647,45068.0,25,3,7,46,2568,17,together,phd,1,0.8235294117647058,wines,0,4,0.5,store
648,21063.0,34,15,6,33,2436,44,single,basic,1,0.4318181818181818,fish,0,7,0.42857142857142855,store
649,29187.0,43,2,8,52,2575,32,married,phd,1,0.8125,wines,0,5,0.6,store
650,54690.0,76,18,3,49,2393,180,married,2n cycle,2,0.6166666666666667,wines,0,12,0.4166666666666667,store
651,59304.0,81,10,5,56,2494,1038,married,phd,1,0.4123314065510597,meat,0,28,0.35714285714285715,store
652,59247.0,87,83,6,58,2392,491,single,master,2,0.6659877800407332,wines,0,21,0.42857142857142855,store
653,66731.0,33,141,3,50,2814,888,widow,graduation,1,0.4177927927927928,wines,0,17,0.35294117647058826,store
654,77353.0,38,59,4,40,2354,611,married,graduation,1,0.4500818330605565,wines,0,20,0.4,store
655,52614.0,63,38,8,45,2734,952,single,phd,1,0.8287815126050421,wines,0,16,0.5,store
656,26751.0,26,1,8,46,2197,10,married,graduation,2,0.5,meat,0,4,0.5,store
657,81300.0,17,36,5,57,2766,1205,married,phd,1,0.833195020746888,wines,2,21,0.47619047619047616,web
658,70337.0,75,91,1,41,2337,485,single,graduation,0,0.38556701030927837,wines,0,17,0.7058823529411765,store
659,36145.0,13,18,9,35,2537,154,married,2n cycle,1,0.4935064935064935,meat,2,12,0.3333333333333333,deals
660,65295.0,19,6,2,40,2347,658,single,phd,0,0.5547112462006079,wines,0,20,0.65,store
661,68118.0,51,154,6,57,2413,774,divorced,graduation,1,0.7687338501291989,wines,0,23,0.391304347826087,catalog
662,68743.0,81,115,7,53,2827,1959,divorced,graduation,0,0.5778458397141398,wines,0,30,0.43333333333333335,store
663,41039.0,32,45,8,38,2498,422,together,2n cycle,0,0.42417061611374407,fish,0,15,0.5333333333333333,web
664,38946.0,84,41,5,65,2407,216,together,graduation,1,0.5370370370370371,wines,0,12,0.5,store
665,65777.0,87,54,1,53,2351,1092,together,graduation,0,0.5173992673992674,wines,0,17,0.47058823529411764,catalog
666,66476.0,99,78,4,44,2638,611,divorced,phd,1,0.6088379705400983,wines,0,20,0.55,store
667,86857.0,96,40,2,48,2814,2074,single,phd,0,0.4334619093539055,wines,1,22,0.45454545454545453,store
668,77845.0,40,26,1,31,2203,1320,together,phd,0,0.5757575757575758,wines,2,21,0.5714285714285714,store
669,69476.0,3,67,2,51,2431,977,together,phd,0,0.5721596724667349,meat,0,15,0.4,catalog
670,50611.0,98,4,6,60,2792,489,divorced,phd,1,0.9386503067484663,wines,2,22,0.3181818181818182,store
671,61209.0,73,99,2,50,2467,858,single,graduation,0,0.5431235431235432,wines,0,13,0.38461538461538464,web
672,42315.0,90,80,3,62,2511,190,together,master,1,0.42105263157894735,meat,0,12,0.3333333333333333,catalog
673,13084.0,29,10,6,68,2398,19,together,basic,0,0.3684210526315789,meat,0,5,0.6,store
674,47570.0,3,31,7,71,2555,90,widow,master,2,0.7444444444444445,wines,1,9,0.3333333333333333,deals
675,61923.0,94,6,3,59,2497,120,married,master,2,0.7666666666666667,wines,0,8,0.5,store
676,34824.0,65,4,6,25,2254,19,single,graduation,0,0.5789473684210527,meat,0,4,0.5,store
677,26518.0,33,2,8,71,2606,55,single,phd,2,0.509090909090909,meat,1,8,0.375,deals
678,45938.0,46,29,6,59,2397,607,single,graduation,0,0.4497528830313015,wines,0,20,0.4,web
679,78468.0,29,34,4,60,2240,970,together,graduation,0,0.44742268041237115,wines,1,28,0.35714285714285715,web
680,78901.0,99,34,4,47,2444,700,divorced,graduation,1,0.4585714285714286,wines,0,20,0.45,web
681,71427.0,26,23,4,42,2268,591,married,graduation,2,0.3587140439932318,wines,0,20,0.4,web
682,71022.0,30,242,8,42,2297,1211,divorced,graduation,1,0.7506193228736582,wines,1,21,0.5238095238095238,store
683,90247.0,27,16,1,32,2220,1605,single,master,0,0.7376947040498443,wines,4,15,0.4666666666666667,store
684,41335.0,24,5,7,52,2344,182,divorced,master,1,0.6153846153846154,wines,0,12,0.3333333333333333,web
685,71952.0,93,93,4,34,2694,1350,married,graduation,1,0.48592592592592593,wines,2,22,0.36363636363636365,web
686,35682.0,34,18,2,50,2161,39,divorced,phd,1,0.5897435897435898,wines,0,6,0.5,store
687,43185.0,88,30,8,69,2604,607,divorced,graduation,1,0.8846787479406919,wines,0,20,0.45,web
688,66375.0,96,191,7,72,2379,757,together,phd,1,0.940554821664465,wines,1,14,0.35714285714285715,store
689,35178.0,10,18,7,49,2694,41,married,master,1,0.5609756097560976,wines,2,5,0.4,store
690,25252.0,26,6,8,34,2511,12,married,graduation,1,0.3333333333333333,meat,0,4,0.5,store
691,55250.0,49,66,5,55,2775,837,single,master,1,0.7933094384707288,wines,0,26,0.38461538461538464,store
692,33249.0,11,42,6,45,2653,70,single,graduation,1,0.3,meat,0,8,0.375,store
693,58398.0,44,49,4,67,2570,547,together,graduation,0,0.546617915904936,wines,0,20,0.4,store
694,50272.0,75,4,7,38,2485,229,together,graduation,1,0.43231441048034935,wines,0,13,0.38461538461538464,store
695,76618.0,64,147,1,45,2728,1364,married,phd,0,0.5491202346041055,wines,0,11,0.45454545454545453,store
696,87305.0,19,80,2,60,2803,1072,divorced,2n cycle,0,0.4673507462686567,meat,2,17,0.47058823529411764,store
697,25851.0,45,5,7,42,2662,43,together,graduation,1,0.4186046511627907,meat,0,7,0.42857142857142855,store
698,58710.0,77,174,6,50,2614,1011,divorced,graduation,1,0.4352126607319486,wines,0,31,0.3548387096774194,web
699,45160.0,9,3,7,62,2251,18,single,graduation,2,0.4444444444444444,wines,0,4,0.5,store
700,74806.0,1,9,4,55,2716,956,married,master,1,0.700836820083682,wines,0,16,0.3125,web
701,59111.0,90,155,7,66,2582,714,married,graduation,0,0.7338935574229691,wines,0,21,0.5238095238095238,web
702,18988.0,43,1,7,36,2196,15,married,phd,1,0.4,wines,0,6,0.5,store
703,72190.0,79,249,3,55,2660,1698,married,graduation,0,0.35159010600706714,wines,0,16,0.375,catalog
704,7500.0,19,32,9,44,2856,39,married,graduation,1,0.3333333333333333,fish,2,12,0.4166666666666667,deals
705,44794.0,99,4,6,54,2180,61,married,graduation,1,0.8852459016393442,wines,0,6,0.5,store
706,80395.0,62,48,2,65,2377,1332,married,graduation,0,0.53003003003003,meat,1,24,0.5,store
707,75012.0,41,151,1,44,2314,876,divorced,master,0,0.3356164383561644,wines,0,23,0.4782608695652174,store
708,56962.0,60,26,7,55,2420,385,married,master,3,0.7584415584415585,wines,0,21,0.3333333333333333,deals
709,89891.0,17,183,4,29,2599,653,together,graduation,0,0.6309341500765697,wines,1,26,0.4230769230769231,web
710,35946.0,24,0,5,71,2434,11,divorced,phd,2,0.7272727272727273,wines,0,4,0.75,store
711,53593.0,60,43,8,67,2850,437,together,phd,2,0.7986270022883295,wines,0,23,0.34782608695652173,deals
712,66373.0,57,109,3,42,2541,497,married,graduation,2,0.6599597585513078,wines,0,23,0.43478260869565216,store
713,45072.0,74,30,8,72,2415,254,divorced,phd,3,0.5669291338582677,wines,0,16,0.375,web
714,89694.0,22,42,5,47,2422,1430,divorced,graduation,2,0.7874125874125875,wines,3,14,0.2857142857142857,web
715,72025.0,46,0,2,71,2220,1677,married,graduation,0,0.5766249254621347,wines,4,26,0.5,store
716,67432.0,69,170,4,47,2616,1165,married,graduation,1,0.3708154506437768,wines,0,19,0.42105263157894735,web
717,70545.0,29,21,2,68,2185,313,together,master,1,0.44089456869009586,wines,0,13,0.5384615384615384,store
718,17487.0,37,6,7,31,2627,12,married,basic,1,0.5833333333333334,fish,0,4,0.5,store
719,62882.0,26,97,4,51,2848,1241,together,graduation,1,0.4101531023368251,wines,0,20,0.35,web
720,64108.0,8,21,5,67,2622,1078,single,phd,1,0.8794063079777366,wines,0,30,0.36666666666666664,store
721,34941.0,26,24,8,64,2639,73,together,master,2,0.5342465753424658,wines,0,8,0.375,web
722,48767.0,79,10,5,70,2338,53,single,phd,3,0.5283018867924528,wines,0,9,0.3333333333333333,deals
723,38702.0,71,40,6,42,2491,69,together,2n cycle,1,0.34782608695652173,meat,0,9,0.4444444444444444,store
724,82224.0,83,40,3,56,2314,862,married,graduation,0,0.4176334106728538,meat,1,21,0.42857142857142855,catalog
725,83844.0,57,191,1,68,2572,1383,together,graduation,0,0.6514822848879248,wines,1,20,0.55,store
726,17003.0,37,7,5,45,2361,31,married,2n cycle,1,0.3870967741935484,meat,0,9,0.4444444444444444,store
727,71163.0,30,44,1,25,2271,916,single,graduation,0,0.40611353711790393,meat,0,24,0.5,store
728,33697.0,34,11,7,50,2446,17,single,graduation,1,0.4117647058823529,meat,1,4,0.5,store
729,63564.0,0,65,6,66,2310,1150,married,2n cycle,0,0.668695652173913,wines,2,28,0.35714285714285715,web
730,83443.0,89,84,2,48,2339,1413,together,phd,0,0.5251238499646143,meat,0,22,0.45454545454545453,catalog
731,51518.0,92,4,3,62,2428,445,together,phd,1,0.7865168539325843,wines,0,17,0.5882352941176471,store
732,58330.0,87,151,4,45,2345,913,widow,graduation,1,0.4874041621029573,wines,0,24,0.5416666666666666,store
733,80952.0,20,44,8,51,2645,1713,married,graduation,0,0.45417396380618796,wines,4,25,0.44,store
734,75507.0,56,80,3,41,2217,1360,together,graduation,0,0.5213235294117647,wines,0,21,0.38095238095238093,web
735,63855.0,28,89,4,42,2664,917,together,2n cycle,0,0.3914940021810251,wines,0,24,0.5416666666666666,store
736,62220.0,55,12,6,48,2846,1214,together,phd,1,0.658154859967051,wines,1,23,0.30434782608695654,web
737,58512.0,25,152,8,56,2442,1019,married,graduation,1,0.8783120706575074,wines,0,20,0.4,store
738,40662.0,0,23,4,41,2630,69,married,master,1,0.5797101449275363,wines,0,8,0.375,store
739,38829.0,86,16,5,61,2243,83,married,phd,1,0.9156626506024096,wines,0,8,0.375,web
740,35523.0,8,11,7,39,2428,55,married,2n cycle,1,0.4,meat,0,8,0.375,web
741,79146.0,33,16,6,53,2225,548,single,graduation,2,0.4470802919708029,wines,0,19,0.42105263157894735,web
742,78285.0,13,40,3,32,2403,1387,married,master,0,0.4664744051910598,wines,0,21,0.47619047619047616,store
743,31626.0,12,34,7,42,2574,52,single,phd,1,0.75,wines,2,6,0.3333333333333333,web
744,75127.0,92,227,1,68,2197,606,single,graduation,0,0.5033003300330033,meat,0,19,0.5789473684210527,catalog
745,48726.0,90,59,6,65,2587,183,married,graduation,1,0.7540983606557377,wines,0,12,0.3333333333333333,store
746,74985.0,8,86,2,43,2815,1783,married,graduation,0,0.5036455412226585,meat,0,17,0.4117647058823529,store
747,67430.0,6,121,6,33,2821,1243,together,graduation,0,0.4786806114239743,wines,0,29,0.41379310344827586,store
748,46891.0,91,61,4,55,2460,122,married,2n cycle,1,0.3524590163934426,wines,0,8,0.5,store
749,62058.0,52,58,6,64,2558,392,married,master,1,0.7678571428571429,wines,0,18,0.3888888888888889,store
750,72063.0,3,90,2,41,2520,668,married,graduation,1,0.5209580838323353,meat,0,21,0.5714285714285714,store
751,78939.0,57,205,3,69,2358,1302,married,phd,0,0.6098310291858678,wines,0,20,0.4,web
752,42720.0,9,112,8,55,2590,542,single,graduation,2,0.7232472324723247,wines,1,25,0.32,deals
753,33622.0,22,12,7,48,2601,69,married,graduation,2,0.5652173913043478,wines,0,9,0.4444444444444444,store
754,6835.0,76,12,20,63,2727,125,together,phd,1,0.856,wines,0,1,1.0,store
755,41452.0,86,0,7,67,2639,16,together,graduation,2,0.8125,wines,0,4,0.5,store
756,40760.0,64,6,6,55,2462,87,single,phd,1,0.8045977011494253,wines,0,8,0.375,store
757,74250.0,90,0,1,62,2313,1158,together,phd,0,0.5872193436960277,wines,0,18,0.6111111111111112,catalog
758,51124.0,79,4,3,65,2352,39,single,master,2,0.6666666666666666,wines,0,6,0.5,store
759,72258.0,28,134,2,49,2449,1391,single,graduation,1,0.37526959022286127,wines,0,22,0.4090909090909091,catalog
760,71466.0,86,0,1,46,2244,1230,single,phd,0,0.44390243902439025,meat,0,19,0.5263157894736842,store
761,36283.0,42,5,4,44,2235,24,together,graduation,2,0.3333333333333333,fish,0,6,0.5,store
762,20587.0,39,9,7,50,2208,16,single,graduation,1,0.375,meat,0,5,0.4,store
763,30467.0,8,5,7,48,2261,19,married,graduation,1,0.42105263157894735,meat,0,4,0.5,store
764,31590.0,40,3,8,48,2535,35,together,graduation,1,0.42857142857142855,meat,0,5,0.6,store
765,20425.0,5,17,7,34,2767,40,married,basic,1,0.4,sweet,0,7,0.42857142857142855,store
766,17144.0,96,6,7,60,2293,41,together,master,2,0.4634146341463415,meat,0,12,0.4166666666666667,deals
767,42564.0,28,198,7,52,2702,615,divorced,phd,1,0.526829268292683,wines,2,24,0.3333333333333333,catalog
768,43783.0,22,139,7,42,2190,490,married,master,1,0.6673469387755102,wines,1,22,0.36363636363636365,store
769,40780.0,30,34,9,44,2818,343,divorced,graduation,1,0.6676384839650146,wines,0,17,0.4117647058823529,web
770,62847.0,45,61,2,75,2689,1551,together,master,0,0.4551901998710509,meat,0,14,0.42857142857142855,catalog
771,82017.0,58,23,2,63,2758,706,married,phd,0,0.6317280453257791,meat,4,17,0.4117647058823529,store
772,16813.0,49,13,7,70,2504,37,single,graduation,0,0.32432432432432434,fish,1,6,0.5,store
773,51267.0,37,12,4,42,2402,258,married,graduation,2,0.7093023255813954,wines,0,15,0.3333333333333333,store
774,46524.0,70,52,3,59,2609,125,single,graduation,1,0.28,meat,0,9,0.5555555555555556,store
775,45183.0,33,12,7,58,2684,303,single,master,0,0.7227722772277227,wines,1,13,0.5384615384615384,store
776,70421.0,98,35,6,66,2160,732,married,phd,1,0.6543715846994536,wines,0,23,0.43478260869565216,web
777,60161.0,17,177,8,55,2773,894,divorced,2n cycle,1,0.6532438478747203,wines,0,26,0.4230769230769231,web
778,73926.0,54,15,3,47,2643,1565,together,graduation,0,0.40063897763578277,wines,0,24,0.5,store
779,19329.0,39,5,8,52,2356,55,married,graduation,1,0.43636363636363634,wines,0,10,0.4,web
780,61872.0,81,16,4,50,2357,557,married,master,1,0.59245960502693,wines,0,21,0.42857142857142855,store
781,46984.0,71,8,5,64,2619,33,widow,graduation,2,0.5757575757575758,wines,0,5,0.6,store
782,34838.0,62,47,6,69,2685,123,married,graduation,2,0.23577235772357724,meat,0,10,0.4,store
783,82716.0,8,22,2,76,2395,1145,single,phd,0,0.5292576419213973,wines,0,28,0.4642857142857143,store
784,48192.0,76,29,8,62,2608,1497,married,graduation,0,0.6940547762191048,wines,4,25,0.48,store
785,49681.0,66,21,7,44,2396,437,married,master,2,0.9405034324942791,wines,0,21,0.3333333333333333,web
786,56850.0,83,0,2,49,2257,63,married,master,1,0.5396825396825397,wines,0,6,0.5,store
787,55267.0,28,45,3,63,2410,360,married,graduation,1,0.44722222222222224,wines,0,17,0.35294117647058826,store
788,59666.0,87,133,8,48,2623,894,married,graduation,2,0.6968680089485458,wines,1,20,0.4,store
789,72504.0,43,94,2,48,2608,1384,single,graduation,1,0.43641618497109824,wines,0,22,0.4090909090909091,catalog
790,26872.0,0,32,6,39,2415,40,married,graduation,0,0.4,sweet,0,5,0.4,store
791,21359.0,1,10,8,48,2594,38,single,graduation,1,0.4473684210526316,meat,1,7,0.42857142857142855,store
792,73170.0,1,32,2,45,2188,694,single,graduation,0,0.3688760806916426,meat,0,16,0.375,store
793,52750.0,72,69,4,65,2669,791,married,master,1,0.4968394437420986,wines,0,27,0.3333333333333333,store
794,91820.0,72,30,1,34,2377,1467,together,phd,0,0.50920245398773,meat,0,22,0.5454545454545454,store
795,65968.0,12,4,3,50,2207,491,together,phd,1,0.7657841140529531,wines,0,18,0.3888888888888889,store
796,30772.0,89,4,6,44,2268,16,married,graduation,2,0.4375,wines,0,4,0.5,store
797,22507.0,67,68,9,66,2741,502,single,graduation,0,0.450199203187251,meat,0,19,0.5263157894736842,web
798,65685.0,54,57,5,48,2251,712,married,graduation,1,0.901685393258427,wines,0,21,0.42857142857142855,web
799,25804.0,34,12,8,42,2460,43,married,2n cycle,1,0.3023255813953488,fish,0,7,0.42857142857142855,store
800,76412.0,15,17,3,40,2579,1791,single,phd,0,0.46901172529313234,wines,3,18,0.4444444444444444,store
801,22063.0,43,11,7,48,2484,44,married,graduation,1,0.29545454545454547,meat,0,7,0.42857142857142855,store
802,57091.0,0,37,5,59,2173,540,single,graduation,0,0.8592592592592593,wines,2,18,0.3888888888888889,web
803,22419.0,74,42,8,57,2596,120,married,graduation,0,0.39166666666666666,meat,0,8,0.375,web
804,87771.0,61,33,6,61,2562,1924,together,graduation,1,0.7754677754677755,wines,5,20,0.5,catalog
805,78353.0,51,34,8,61,2598,1542,divorced,2n cycle,1,0.4876783398184176,wines,0,24,0.4583333333333333,store
806,93404.0,97,15,5,66,2577,1601,married,graduation,3,0.7988757026858213,wines,2,17,0.4117647058823529,store
807,37859.0,75,2,8,58,2692,34,divorced,graduation,3,0.6470588235294118,wines,0,6,0.5,store
